0.030520326,0.055657789,0.009203757,0.03184546,0.042618954,0.126834387,0.126619843,0.148180114,0.014051316,0.127378211,0.681864392,0.024986499,0.304689566,0.323636011,0.01204237,0.304921651,3.90736739,0.003966941,0.44496308,0.460065617,0.013284632,0.445156512,8.327855545,0.002334638,0.675529259,0.733693908,0.026332757,0.676029793,19.20610922
0.084492857,0.135423315,0.029072505,0.089334859,1.915405626,0.103406264,0.08353219,0.138493272,0.023970653,0.086889671,1.811987296,0.081870722,0.423309342,0.597854986,0.147132453,0.448049306,48.18040682,0.089416363,0.479350588,0.543120546,0.045722788,0.481517199,55.64708925,0.012437681,0.685266261,0.983633719,0.049248176,0.687026261,113.2832032
0.044703354,0.049893734,0.00277204,0.044786695,0.070265465,0.008514543,0.116546335,0.124294159,0.005451611,0.116670022,0.476828774,0.005230597,0.372366567,0.387980099,0.018152907,0.372795784,4.868395792,0.005666853,0.486260547,0.511276207,0.012143834,0.486407704,8.287905385,0.001733083,0.682063973,0.711536716,0.014903475,0.682221991,16.3040434
0.042695567,0.098856313,0.025924613,0.049918932,0.543245696,0.186209344,0.115408149,0.178394044,0.036185766,0.120923183,3.187754439,0.080835485,0.311980748,0.389743689,0.038022746,0.314278625,21.53254706,0.019514834,0.46859732,0.497277349,0.013293174,0.468784964,47.90855398,0.001622038,0.673239617,0.753236241,0.021400118,0.673578084,98.91032153
0.072943761,0.08245614,0.004625217,0.073083599,0.12310223,0.011065506,0.163619772,0.171336315,0.005194054,0.163698448,0.617611239,0.002828533,0.482395334,0.506720776,0.021740893,0.482862755,5.373700802,0.005337488,0.649988757,0.657761733,0.004120263,0.650001223,9.737655682,1.68E-04,0.663870442,0.731103985,0.026068843,0.664358833,10.17258889
0.06254505,0.129843358,0.037080805,0.072668449,1.182901378,0.172142409,0.140867351,0.18681104,0.032970761,0.14465755,4.687475007,0.056920675,0.416193083,0.524300013,0.076014211,0.423047198,40.0898469,0.039176842,0.588011188,0.659895071,0.049560093,0.590086727,77.99889397,0.010326434,0.666531735,0.739644575,0.024404797,0.666976369,99.65007859
0.10065197,0.109728269,0.006473114,0.100851915,0.27502678,0.009714089,0.180800833,0.19321058,0.00848435,0.180992146,0.885780559,0.005438735,0.55580941,0.578496006,0.011612083,0.555926034,8.356813535,0.001279525,0.700139741,0.709167459,0.007103179,0.700174387,13.2562024,3.51E-04,0.672131566,0.745304627,0.038960758,0.673216459,12.25507963
0.07398345,0.145485372,0.036940391,0.082652809,1.407319769,0.174803809,0.17418251,0.211716104,0.02408097,0.1758312,6.368973425,0.025636641,0.493441304,0.600095169,0.082198479,0.500207908,51.54406453,0.032014345,0.648733744,0.71043476,0.044615648,0.650258654,87.106354,0.007241172,0.661044146,0.794629475,0.029645022,0.661705299,90.2000504
0.10096191,0.108177108,0.003990744,0.101037169,0.235281838,0.00467488,0.179250804,0.198392223,0.008054449,0.179423455,0.74196684,0.005800635,0.536194892,0.544060986,0.004928462,0.536216512,6.626839206,3.23E-04,0.707603894,0.71692297,0.00715922,0.707638463,11.54114582,3.56E-04,0.668376276,0.705224234,0.020103684,0.668664814,10.30488166
0.083554616,0.116868566,0.01851389,0.085569397,1.252126129,0.053323877,0.182937791,0.223987689,0.026120192,0.184782268,5.838909215,0.02642929,0.510419223,0.555805384,0.062452369,0.514203402,45.21484317,0.020368162,0.683313532,0.713120677,0.013758852,0.683451224,79.87781733,8.69E-04,0.657691975,0.735242149,0.022779662,0.658084033,74.05831825
