Eating Action1,0.062515,8.700140,0.648059,0.497047,0.505620,0.094149,0.090066,4.074495,0.502109,0.337172,0.346017,0.078943,0.014131,10.038935,0.580989,0.541406,0.543131,0.043923,0.401947,0.308478,0.207039,0.069401,0.095208,0.066187,0.003125,8.696588,0.555264,0.505262,0.505517,0.016294,0.015910,14.664804,0.731014,0.654245,0.656446,0.054548,0.003938,14.610134,0.705005,0.654750,0.655222,0.025232,0.015215,11.182092,0.693993,0.571351,0.573222,0.046986,0.017286,4.509036,0.459159,0.362796,0.364001,0.030052,0.053216,13.530182,0.782315,0.622225,0.630540,0.103646,0.092647,7.040205,0.604203,0.443872,0.454835,0.100796,0.120689,9.388133,1.049748,0.509105,0.525231,0.131153,0.007988,9.076815,0.598756,0.515727,0.516449,0.027725,0.015003,4.159439,0.397655,0.348610,0.349606,0.026768,0.005557,8.416701,0.539782,0.496852,0.497316,0.021811,0.007494,8.345586,0.582131,0.494567,0.495210,0.025619,0.041264,9.148255,0.612141,0.513928,0.518478,0.069597,0.259575,12.240277,1.680024,0.553294,0.599731,0.234983,
Eating Action2,0.097137,7.168261,0.559010,0.409367,0.423189,0.108674,0.088321,7.888993,0.640998,0.431567,0.443954,0.105501,0.019646,8.332713,0.502584,0.453949,0.456268,0.046547,0.039562,2.415094,0.292322,0.242706,0.245637,0.038327,0.004158,9.591859,0.528183,0.489163,0.489529,0.019183,0.007790,12.024320,0.592017,0.547234,0.548097,0.031153,0.006967,16.191912,0.679984,0.635088,0.636028,0.035020,0.028441,13.182801,0.735590,0.569778,0.573893,0.069501,0.015541,5.323948,0.469371,0.363499,0.364707,0.030052,0.026732,15.053192,0.744489,0.609456,0.613256,0.069051,0.122759,10.495016,0.804831,0.495174,0.512058,0.132110,0.075499,11.466627,0.755248,0.524879,0.535236,0.106152,0.012541,10.855521,0.619580,0.519534,0.520778,0.036446,0.035699,4.852364,0.481622,0.345467,0.348180,0.043946,0.009253,10.430419,0.628691,0.509607,0.510479,0.030213,0.014454,9.944304,0.576918,0.497060,0.498442,0.037576,0.030705,11.454967,0.681872,0.531493,0.534963,0.061631,0.030944,12.997124,0.813475,0.566048,0.569837,0.066463,
Eating Action3,0.032214,4.873921,0.412763,0.315769,0.318581,0.042695,0.006688,10.013376,0.489467,0.455933,0.456637,0.025629,0.043612,26.127307,0.823368,0.728389,0.737613,0.117543,0.000661,4.359469,0.309887,0.301265,0.301299,0.004590,0.000813,11.746427,0.509661,0.494513,0.494577,0.008033,0.017105,21.753744,0.729355,0.670235,0.673051,0.062172,0.001350,17.763713,0.634744,0.608055,0.608202,0.013544,0.010402,18.212894,0.688131,0.614280,0.615844,0.044338,0.002554,8.547454,0.443997,0.421697,0.421890,0.012913,0.007878,18.587197,0.682996,0.621005,0.622140,0.037970,0.192776,11.597718,0.873788,0.462863,0.491436,0.166915,0.150811,14.763987,1.089638,0.529957,0.554476,0.164826,0.010897,12.698357,0.587595,0.513140,0.514227,0.033779,0.055224,6.242425,0.539291,0.355737,0.360544,0.059309,0.011433,12.492906,0.642496,0.508912,0.510050,0.034420,0.007013,11.446000,0.526160,0.487584,0.488211,0.025010,0.015806,12.833023,0.574234,0.515308,0.516946,0.041568,0.207337,15.371624,0.891888,0.529953,0.565771,0.200249,
Eating Action4,0.078283,4.915300,0.439933,0.360303,0.369357,0.082465,0.049752,8.809651,0.653146,0.487487,0.494482,0.084088,0.009801,7.164037,0.488037,0.444866,0.445913,0.030989,0.019041,8.020839,0.548598,0.469494,0.471825,0.047532,0.004875,7.946419,0.531575,0.469205,0.469631,0.020298,0.003393,7.877351,0.503551,0.467327,0.467586,0.015795,0.005570,13.813364,0.660184,0.618489,0.619186,0.029799,0.022403,11.377035,0.672419,0.558774,0.561935,0.060388,0.019281,5.038366,0.430581,0.372181,0.373952,0.036889,0.015454,12.078348,0.679171,0.577025,0.578996,0.048420,0.065991,9.126201,0.675445,0.495375,0.503288,0.090194,0.097717,9.341186,0.770576,0.496684,0.509181,0.113757,0.004577,9.307138,0.533673,0.507856,0.508252,0.020365,0.019946,4.488830,0.395469,0.351588,0.352970,0.031665,0.005513,9.086329,0.580861,0.501718,0.502187,0.022031,0.004971,8.953459,0.569882,0.498079,0.498502,0.020828,0.012033,9.797086,0.642760,0.520251,0.521459,0.035984,0.008630,10.382253,0.606954,0.535980,0.536806,0.030204,
Eating Action5,0.077850,5.464305,0.487236,0.332359,0.340891,0.076627,0.036117,11.850912,0.615963,0.497095,0.502024,0.070951,0.019936,11.734054,0.569229,0.496535,0.499543,0.055339,0.096588,0.684589,0.179338,0.116610,0.120660,0.031342,0.005456,11.158443,0.524360,0.486659,0.487136,0.021779,0.007160,16.787416,0.647270,0.596512,0.597503,0.034783,0.004035,17.503734,0.688198,0.609639,0.610118,0.024448,0.014142,15.202033,0.652460,0.566649,0.568590,0.047458,0.009627,6.934004,0.449277,0.383287,0.384008,0.023781,0.014725,17.187171,0.709746,0.602542,0.604576,0.050099,0.363472,14.228645,1.044903,0.479669,0.550085,0.272256,0.139604,10.654750,0.747783,0.457566,0.476014,0.132686,0.016992,12.291869,0.649150,0.509491,0.511278,0.043187,0.008486,5.635374,0.378782,0.345630,0.346186,0.019832,0.002906,11.633464,0.528360,0.497154,0.497397,0.015701,0.020250,11.030801,0.542595,0.482334,0.484342,0.044545,0.030372,12.941451,0.851555,0.521187,0.524614,0.060525,0.222603,13.311245,0.724827,0.495283,0.532057,0.196515,
Eating Action6,0.089547,4.853907,0.423714,0.333215,0.343968,0.086421,0.031212,10.934496,0.664941,0.512029,0.516264,0.066827,0.050149,8.103579,0.555274,0.436715,0.444438,0.083542,0.030409,2.880096,0.352661,0.262902,0.264957,0.033361,0.002917,9.397613,0.513466,0.478378,0.478609,0.015070,0.012414,11.258215,0.583637,0.522204,0.523850,0.042029,0.005421,15.437491,0.647503,0.612707,0.613424,0.030027,0.025872,12.538630,0.697642,0.549031,0.552837,0.065587,0.012111,5.989470,0.427104,0.381060,0.382091,0.028407,0.027749,14.561356,0.744538,0.591452,0.595763,0.072445,0.111023,10.026441,0.807465,0.479809,0.494363,0.120587,0.060828,10.833081,0.703441,0.506080,0.513864,0.090239,0.015367,10.674006,0.649377,0.508551,0.510077,0.039930,0.013295,4.859550,0.378609,0.343290,0.344168,0.024884,0.005312,10.371015,0.602935,0.502328,0.502786,0.021732,0.002529,9.935968,0.529716,0.491926,0.492127,0.014250,0.007595,10.854556,0.578143,0.513668,0.514373,0.027259,0.071130,11.666726,0.795425,0.524150,0.533270,0.099448,
Eating Action7,0.035821,8.728137,0.487419,0.421913,0.426326,0.061847,0.066473,10.948432,0.667326,0.467277,0.477482,0.099251,0.032451,8.216691,0.472666,0.409956,0.413647,0.055731,0.033100,19.079922,0.752667,0.623508,0.630332,0.093503,0.009484,9.888885,0.510096,0.452822,0.453790,0.029943,0.022885,8.120839,0.485777,0.408765,0.411227,0.045412,0.003924,19.114788,0.671482,0.630388,0.630908,0.025872,0.018794,15.724400,0.691194,0.569378,0.572227,0.057642,0.016445,6.943093,0.448134,0.378682,0.380240,0.034750,0.017106,18.498303,0.706711,0.618069,0.620650,0.057158,0.080599,9.788056,0.596517,0.442378,0.451470,0.091125,0.088472,13.537732,0.845179,0.518483,0.530950,0.115620,0.023081,13.067047,0.776239,0.519097,0.521639,0.051986,0.028138,5.895786,0.461245,0.348241,0.350390,0.039165,0.024492,12.834687,0.752117,0.514280,0.516980,0.053341,0.006535,11.749172,0.601417,0.494034,0.494635,0.024632,0.008038,12.969308,0.598516,0.518904,0.519684,0.028771,0.015499,14.474342,0.644481,0.547293,0.549010,0.043859,
Eating Action8,0.065619,7.437277,0.472857,0.388640,0.397700,0.085335,0.019393,14.641683,0.675110,0.555228,0.558012,0.056296,0.080386,4.015950,0.396905,0.282498,0.292242,0.075662,0.003632,15.414121,0.608899,0.572113,0.572543,0.022425,0.002300,8.741686,0.463631,0.430993,0.431168,0.012394,0.017993,6.081323,0.423660,0.357862,0.359623,0.035943,0.004738,18.266589,0.657299,0.622607,0.623271,0.029097,0.025471,14.662900,0.669274,0.554517,0.558417,0.066605,0.007220,7.159754,0.418810,0.389600,0.390209,0.022028,0.010428,15.720176,0.648493,0.576816,0.578199,0.040404,0.065394,11.171472,0.636744,0.479769,0.487420,0.086976,0.028767,12.373861,0.739070,0.509750,0.512981,0.058113,0.013510,12.419966,0.602071,0.512532,0.513936,0.038372,0.032695,5.766225,0.466262,0.347665,0.350182,0.042375,0.008334,11.877607,0.620387,0.501803,0.502589,0.028407,0.001598,11.488601,0.518625,0.494164,0.494290,0.011295,0.022521,12.583718,0.634296,0.514910,0.517312,0.050353,0.006008,13.775087,0.609477,0.540654,0.541247,0.025612,
Eating Action9,0.057793,6.512809,0.443287,0.377794,0.384628,0.073032,0.015735,9.957242,0.586796,0.473820,0.475582,0.041383,0.067895,7.961554,0.548221,0.415289,0.425261,0.092635,0.005999,3.478271,0.317115,0.280703,0.281085,0.014824,0.001049,10.222623,0.496974,0.481798,0.481878,0.008877,0.015546,11.512785,0.576594,0.509351,0.511383,0.046079,0.003902,17.325934,0.667337,0.626857,0.627342,0.024950,0.014917,12.977524,0.648796,0.540976,0.542940,0.046684,0.012427,6.684246,0.438900,0.388649,0.389657,0.028336,0.013861,14.266859,0.700108,0.567533,0.569273,0.044994,0.015028,9.956912,0.573082,0.474154,0.475574,0.037164,0.031193,11.020589,0.624720,0.496921,0.500332,0.059014,0.011628,12.069408,0.665620,0.522417,0.523599,0.035592,0.003180,5.340230,0.381729,0.348100,0.348286,0.011531,0.001414,10.881839,0.522809,0.497062,0.497173,0.010598,0.000961,10.705064,0.505578,0.493047,0.493118,0.008490,0.006214,11.959051,0.613459,0.520619,0.521200,0.024901,0.009797,12.994052,0.645195,0.542281,0.543286,0.033416,
Eating Action10,0.039831,6.997267,0.438642,0.355656,0.359907,0.055680,0.023342,11.576970,0.565445,0.460065,0.462938,0.051991,0.002999,13.409359,0.524057,0.497906,0.498230,0.018145,0.006501,3.772514,0.282473,0.263843,0.264266,0.015098,0.000799,12.869122,0.508679,0.488029,0.488090,0.007797,0.000895,16.651617,0.573850,0.555122,0.555206,0.009766,0.002108,20.776795,0.642038,0.619920,0.620176,0.017980,0.005739,17.247666,0.660749,0.564445,0.565055,0.026497,0.003994,8.297190,0.443726,0.391615,0.391914,0.015477,0.003497,18.729244,0.667930,0.588418,0.588825,0.022098,0.038912,12.531695,0.600268,0.477311,0.481649,0.065115,0.078770,13.011733,0.666460,0.480791,0.490787,0.099492,0.006337,14.159160,0.595085,0.511361,0.511970,0.025197,0.008060,6.463537,0.398537,0.345377,0.345908,0.019348,0.001438,13.432700,0.529564,0.498545,0.498663,0.010946,0.026878,13.017130,0.541552,0.488057,0.490889,0.053160,0.004096,14.712582,0.566754,0.521501,0.521880,0.020076,0.005640,16.286449,0.602744,0.548517,0.549084,0.025189,
