0.121139,31.049660,0.846563,0.350893,0.370655,0.119679,0.133131,28.494833,0.829399,0.331455,0.355079,0.127634,0.058821,190.660518,1.000061,0.895211,0.918485,0.205911,0.456533,7.022427,0.679101,0.087147,0.176273,0.153565,0.400801,5.168135,1.083566,0.123995,0.151220,0.086752,0.027462,135.306332,0.960435,0.767364,0.773750,0.099421,0.242239,6.489032,0.595269,0.148326,0.169446,0.082105,0.055018,64.286695,1.002469,0.523852,0.533337,0.100364,0.048279,57.036735,0.975441,0.495048,0.502364,0.085616,0.039379,69.993928,0.760880,0.549301,0.556508,0.089472,0.010916,56.412346,0.625984,0.498289,0.499607,0.036343,0.039930,57.229682,0.945098,0.497382,0.503213,0.076557,0.009552,56.453602,0.653403,0.498668,0.499790,0.033536,0.015714,56.899688,0.723270,0.499821,0.501760,0.044178,0.015473,61.584169,0.857143,0.519968,0.522007,0.046192,0.028353,45.967031,0.831258,0.447673,0.450988,0.054701,0.007866,61.155730,0.743643,0.519213,0.520188,0.031902,0.019647,57.373611,1.089766,0.501350,0.503846,0.050196,
0.015955,73.459462,0.922517,0.766167,0.769660,0.073534,0.069050,24.808417,0.703819,0.434744,0.447275,0.105558,0.062986,18.600851,0.529738,0.377946,0.387294,0.084928,0.109206,19.208512,0.633110,0.373809,0.393570,0.123647,0.033297,8.851749,0.340484,0.264831,0.267171,0.035425,0.009092,70.166374,0.937006,0.750586,0.752210,0.049608,0.042036,12.053117,0.456275,0.307904,0.311763,0.049100,0.063129,34.434841,0.821372,0.515004,0.526955,0.112049,0.059619,30.442866,0.677410,0.486137,0.495470,0.096107,0.045667,38.230388,0.754719,0.547558,0.555238,0.092409,0.045928,30.474602,0.752654,0.489715,0.495728,0.077292,0.108191,32.043824,1.120895,0.491173,0.508331,0.131494,0.061154,31.210573,0.905781,0.493299,0.501679,0.091687,0.033598,29.353879,0.856792,0.482330,0.486528,0.064037,0.042430,33.513284,0.948550,0.514143,0.519856,0.077174,0.031571,25.351787,0.637931,0.448581,0.452146,0.056902,0.011692,33.031616,0.622496,0.514745,0.516107,0.037622,0.160177,32.092054,0.917647,0.482516,0.508714,0.161806,
0.004069,49.342402,0.894629,0.821341,0.822066,0.034755,0.041868,17.609493,0.676631,0.484157,0.491100,0.082867,0.050564,4.441546,0.387111,0.242701,0.246640,0.044213,0.028612,21.796389,0.640872,0.541778,0.546373,0.071205,0.027194,6.272909,0.388611,0.291207,0.293110,0.033581,0.006051,40.358555,0.837307,0.742512,0.743472,0.038030,0.017186,10.685135,0.436935,0.380909,0.382549,0.035635,0.054410,20.116665,0.710866,0.515853,0.524898,0.097704,0.038878,18.256069,0.643188,0.494901,0.500035,0.071971,0.039418,23.185911,0.723344,0.557413,0.563519,0.083314,0.024410,17.311878,0.616296,0.484237,0.486933,0.051526,0.019080,17.718466,0.692685,0.490529,0.492617,0.045632,0.013691,18.175809,0.622366,0.497469,0.498935,0.038488,0.024735,17.903060,0.640112,0.492381,0.495177,0.052918,0.005961,19.430052,0.595979,0.515255,0.515862,0.025189,0.008075,14.987118,0.558236,0.452307,0.453060,0.026300,0.019995,19.385384,0.696201,0.512924,0.515269,0.049448,0.081710,19.449857,0.834142,0.504612,0.516125,0.109164,
0.023784,90.036934,0.811625,0.655758,0.661107,0.084131,0.052614,37.371420,0.687405,0.417101,0.425923,0.086450,0.132056,9.073827,0.458975,0.196979,0.209873,0.072606,0.031581,74.945906,0.749385,0.596525,0.603164,0.089463,0.013745,17.978830,0.369514,0.294359,0.295421,0.025091,0.007564,111.220445,0.822096,0.733223,0.734774,0.047828,0.019026,34.098423,0.489750,0.404485,0.406844,0.043861,0.038688,54.354933,0.694704,0.506591,0.513666,0.085165,0.035503,49.890121,0.668046,0.486610,0.492117,0.073595,0.018760,64.386109,0.750922,0.556093,0.559059,0.057647,0.062623,52.375382,0.931902,0.494987,0.504226,0.096314,0.022454,51.244715,0.797188,0.495839,0.498753,0.053968,0.009456,51.937139,0.672360,0.500992,0.502112,0.033588,0.014086,50.798338,0.647955,0.494878,0.496576,0.041129,0.007342,55.485113,0.624979,0.518101,0.518979,0.030236,0.008792,41.381606,0.560639,0.447272,0.448193,0.028790,0.018693,55.088757,0.705453,0.514693,0.517122,0.050186,0.053098,52.384408,0.930086,0.496566,0.504269,0.088019,
0.032069,163.882288,0.826083,0.699704,0.710104,0.121276,0.013460,53.897763,0.529005,0.405434,0.407232,0.038284,0.048236,26.748971,0.463146,0.280276,0.286886,0.061323,0.025361,76.046792,0.574704,0.478548,0.483723,0.070677,0.012253,26.164179,0.416259,0.282824,0.283733,0.022732,0.005134,183.271892,0.880188,0.749913,0.750938,0.039285,0.017315,42.205216,0.427744,0.358347,0.360362,0.038117,0.011266,84.654323,0.619689,0.508743,0.510365,0.040713,0.015166,76.484962,0.661595,0.483130,0.485115,0.043905,0.016079,100.863331,0.714009,0.554580,0.557087,0.052867,0.027278,80.022683,0.949342,0.492512,0.496207,0.060538,0.023490,82.203913,0.845187,0.499744,0.502924,0.056554,0.023877,81.656350,0.898427,0.498009,0.501246,0.056967,0.027448,81.640840,0.762991,0.497387,0.501199,0.061790,0.021640,88.980917,0.920682,0.520227,0.523245,0.056203,0.010699,65.820710,0.750955,0.448828,0.450026,0.032864,0.011175,86.480052,0.770967,0.514397,0.515839,0.038608,0.013046,80.383350,0.717699,0.495675,0.497324,0.040529,
0.062578,85.295460,0.844294,0.609330,0.628393,0.153966,0.077184,34.926011,0.610206,0.388367,0.402108,0.104466,0.082270,41.972872,0.621096,0.423513,0.440811,0.122562,0.093093,27.332043,0.579247,0.340411,0.355717,0.103462,0.043795,14.476875,0.391637,0.255494,0.258884,0.041857,0.010242,120.612497,0.913645,0.745268,0.747248,0.054487,0.048507,18.864937,0.423829,0.290479,0.295526,0.054510,0.042725,59.445707,0.785062,0.516773,0.524600,0.090496,0.042648,52.519104,0.681262,0.486586,0.493091,0.080016,0.025198,67.196937,0.747041,0.553715,0.557755,0.067165,0.021219,53.849898,0.691664,0.496577,0.499299,0.052185,0.014277,53.244386,0.639130,0.494747,0.496484,0.041591,0.008691,53.175814,0.622440,0.495148,0.496164,0.031818,0.016969,54.458553,0.691126,0.499977,0.502113,0.046376,0.010768,57.894230,0.766768,0.516375,0.517709,0.037240,0.015049,43.183047,0.626532,0.445455,0.447121,0.038651,0.009974,57.733671,0.688790,0.515758,0.516991,0.035772,0.034161,54.930268,0.913431,0.499552,0.504283,0.069072,
0.022169,61.417606,0.901816,0.704129,0.709499,0.087489,0.045896,33.109673,0.672569,0.512573,0.520934,0.093346,0.077620,11.468208,0.466643,0.297422,0.306587,0.074709,0.063723,28.802718,0.734653,0.474720,0.485872,0.103934,0.016856,9.741867,0.396556,0.281452,0.282570,0.025217,0.006810,59.674815,0.777973,0.698181,0.699360,0.040767,0.020916,15.460240,0.469222,0.354004,0.355970,0.037515,0.033532,34.574826,0.693855,0.526564,0.532335,0.078499,0.037399,30.647511,0.635247,0.495453,0.501191,0.075935,0.029945,38.445487,0.703643,0.556413,0.561343,0.074541,0.018841,30.847675,0.701142,0.500576,0.502825,0.047698,0.013678,30.313901,0.714654,0.496889,0.498455,0.039646,0.006509,30.018435,0.561702,0.495337,0.496020,0.026137,0.018515,29.381839,0.614911,0.488581,0.490732,0.046092,0.002970,32.636629,0.557826,0.516895,0.517199,0.017816,0.001028,24.661037,0.475424,0.449501,0.449584,0.008685,0.008271,32.965053,0.674026,0.518858,0.519795,0.031332,0.069470,32.140152,0.741413,0.503276,0.513250,0.101112,
0.087130,83.699857,1.000568,0.614027,0.643697,0.193658,0.070539,42.057569,0.745692,0.441947,0.456290,0.113790,0.210249,20.856111,0.575860,0.267815,0.321318,0.177983,0.114526,70.944483,0.918919,0.553388,0.592623,0.212576,0.025523,16.051157,0.345835,0.279599,0.281885,0.035921,0.005839,104.862061,0.820036,0.719411,0.720490,0.039513,0.067514,30.080489,0.532931,0.373755,0.385888,0.096244,0.040739,53.678334,0.690763,0.508026,0.515488,0.087610,0.038309,49.211401,0.661798,0.487351,0.493573,0.078319,0.013431,63.908187,0.685912,0.560417,0.562467,0.048105,0.042481,50.224817,0.802219,0.492809,0.498630,0.076155,0.024450,50.867407,0.774946,0.498646,0.501809,0.056395,0.009598,51.204990,0.627162,0.502340,0.503472,0.033819,0.015642,50.800545,0.710420,0.499528,0.501479,0.044303,0.004817,54.832880,0.657782,0.520446,0.521002,0.024121,0.008787,41.531472,0.737546,0.452505,0.453427,0.028981,0.008986,54.298144,0.665758,0.517369,0.518455,0.033623,0.050675,53.471402,1.235304,0.507176,0.514493,0.086678,
0.058378,115.144181,0.838689,0.599382,0.617469,0.148602,0.047605,61.077253,0.681904,0.440103,0.449711,0.092617,0.136661,47.417320,0.604967,0.360022,0.396244,0.165785,0.135378,64.619315,0.795420,0.420891,0.462568,0.192204,0.033205,21.550145,0.349454,0.264070,0.267128,0.040373,0.006777,156.149680,0.844890,0.717752,0.719059,0.043415,0.066077,34.207409,0.493518,0.325392,0.336554,0.086099,0.020310,79.586495,0.700419,0.510053,0.513350,0.058187,0.029493,70.642360,0.643447,0.479317,0.483645,0.064662,0.029844,96.309100,0.732466,0.559493,0.564713,0.076732,0.015837,75.546713,0.779478,0.498107,0.500152,0.045254,0.011490,75.183504,0.714903,0.497518,0.498948,0.037810,0.007172,75.387802,0.672756,0.498770,0.499626,0.029270,0.014688,75.891634,0.707262,0.499412,0.501292,0.043452,0.004269,81.464403,0.632964,0.518864,0.519371,0.023001,0.006983,61.801161,0.684717,0.451619,0.452369,0.026071,0.005236,80.897534,0.624695,0.516934,0.517561,0.025525,0.013360,74.664491,0.750284,0.495539,0.497223,0.040951,
0.017214,108.293454,0.845852,0.708922,0.713028,0.076585,0.036832,51.993993,0.709894,0.487127,0.494063,0.082688,0.093638,26.443244,0.600318,0.336631,0.352341,0.104283,0.112526,42.810519,0.888659,0.423368,0.448312,0.147806,0.044229,16.057718,0.427463,0.270987,0.274566,0.044296,0.009254,109.430750,0.862776,0.715111,0.716762,0.048739,0.051375,24.566280,0.509762,0.333392,0.339606,0.064820,0.038059,58.324846,0.700599,0.516528,0.523278,0.083974,0.051974,52.026824,0.795091,0.485820,0.494219,0.090940,0.032973,67.070694,0.699664,0.555482,0.561141,0.079676,0.015710,53.229083,0.667852,0.497952,0.499896,0.044148,0.017594,54.516026,0.746566,0.503669,0.505903,0.047610,0.009723,53.655124,0.641225,0.500735,0.501893,0.034150,0.015838,53.086674,0.651144,0.497255,0.499227,0.044435,0.004416,57.500173,0.601278,0.519061,0.519565,0.022929,0.009762,43.520638,0.620957,0.450967,0.452015,0.030843,0.011772,57.691035,0.810660,0.518955,0.520427,0.039206,0.054366,54.500850,0.848435,0.497979,0.505833,0.089001,
