0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819231,0.819229,0.819197,0.818624,0.815386,0.815383,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815384,0.815372,0.815392,0.818412,0.815385,0.819231,0.819257,0.819232,0.819273,0.820293,0.813963,0.818977,0.819538,0.815225,0.815407,0.815387,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815385,0.815384,0.815378,0.815355,0.815684,0.811342,0.811229,0.815718,0.827831,0.847939,0.844745,0.801280,0.744457,0.665853,0.584268,0.523067,0.453846,0.399543,0.352163,0.329284,0.261170,0.209014,0.163100,0.146959,0.168310,0.242308,0.328929,0.515082,0.560061,0.527180,0.392852,0.287494,0.240055,0.284544,0.317568,0.541124,0.603378,0.657017,0.653152,0.645454,0.642084,0.637776,0.624825,0.603846,0.593569,0.592382,0.592252,0.590315,0.580027,0.569526,0.563140,0.557947,0.550000,0.532168,0.507037,0.490187,0.474932,0.465470,0.448535,0.409340,0.364402,0.361959,0.352460,0.330154,0.322437,0.336447,0.346732,0.364156,0.377151,0.380173,0.388535,0.402785,0.403865,0.403818,0.403473,0.412818,0.433124,0.449471,0.463436,0.476810,0.499098,0.511618,0.517317,0.534413,0.542323,0.545213,0.556164,0.557970,0.563826,0.571156,0.576923,0.575467,0.584366,0.597020,0.606864,0.611713,0.611361,0.615668,0.636861,0.654725,0.676457,0.683929,0.696832,0.707543,0.704216,0.686488,0.660446,0.633990,0.626923,0.627265,0.626522,0.630670,0.630997,0.626840,0.621381,0.602999,0.593780,0.592308,0.587831,0.592440,0.592218,0.595491,0.594584,0.593284,0.603309,0.603967,0.603846,0.608515,0.603552,0.607044,0.618917,0.617684,0.612253,0.600912,
-0.000002,-0.000001,-0.000004,0.000069,0.001015,0.002546,0.002521,0.002507,0.002509,0.002521,0.002608,-0.000173,-0.000225,0.002351,0.002521,0.002759,-0.000144,0.000018,0.000002,-0.000000,-0.000001,-0.000012,-0.000037,0.001598,0.000732,0.000764,0.002569,0.002517,0.002507,0.002501,0.004146,0.005008,0.002701,0.004237,0.005015,0.005012,0.005013,0.005013,0.005013,0.005013,0.005013,0.005013,0.005013,0.005013,0.005012,0.005011,0.004987,0.005044,0.002413,0.002487,0.002506,0.002506,0.002506,0.002506,0.002506,0.002506,0.002506,0.002506,0.002506,0.002506,0.002506,0.002506,0.002510,0.002557,0.002731,0.004920,0.002165,0.002492,0.002493,0.002321,0.005013,0.005007,0.005062,0.005014,0.005013,0.005029,0.005050,0.002845,0.003968,0.004957,0.005071,0.002323,0.003058,0.005100,0.003631,0.002661,0.005145,0.005231,0.002556,0.005042,0.005038,0.005024,0.004961,0.003437,0.002857,0.007530,0.004895,0.004987,0.005027,0.006418,0.006797,0.004447,0.007951,0.004842,0.007363,0.009085,0.013043,0.017672,0.014306,0.005244,0.025466,0.114685,0.223947,0.353627,0.469991,0.555480,0.634085,0.683777,0.706610,0.706629,0.705134,0.700272,0.675738,0.634843,0.583376,0.511278,0.450389,0.391752,0.333003,0.419292,0.598183,0.715711,0.774272,0.760848,0.746102,0.576576,0.510384,0.450191,0.440914,0.434422,0.445893,0.449832,0.459929,0.471178,0.479631,0.475095,0.473717,0.476659,0.491260,0.515868,0.532528,0.548389,0.571429,0.599200,0.648165,0.675518,0.709735,0.730295,0.757124,0.792132,0.834150,0.840872,0.856548,0.870084,0.879805,0.875964,0.871860,0.863225,0.853204,0.849434,0.846589,0.838830,0.838938,0.842310,0.841078,0.833512,0.811091,0.792105,0.780192,0.763137,0.741988,0.731822,0.726026,0.715679,0.708842,0.702710,0.695610,0.691243,0.687734,0.681686,0.676692,0.677637,0.671899,0.663948,0.657751,0.654397,0.650987,0.645310,0.624892,0.608222,0.589618,0.579752,0.565870,0.552316,0.551699,0.565141,0.583922,0.601111,0.598997,0.594297,0.589519,0.578880,0.574121,0.575990,0.575110,0.590738,0.603508,0.606516,0.611390,0.608860,0.608837,0.606501,0.607803,0.605900,0.602096,0.601579,0.601504,0.599452,0.598083,0.592154,0.581599,0.582124,0.588546,0.593042,
0.005361,0.005133,0.003088,0.003321,0.003274,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003269,0.003272,0.002507,0.003175,0.004637,0.003095,0.004750,0.004883,0.004905,0.004902,0.004902,0.004902,0.004902,0.004903,0.004911,0.004865,0.003777,0.003385,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003268,0.003269,0.003285,0.003515,0.001739,0.003344,0.002590,0.001963,0.003194,0.001634,0.001634,0.003401,0.001528,0.001689,0.001635,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001633,0.001632,0.001643,0.002431,0.002858,0.001549,0.001624,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001634,0.001639,0.001678,0.001342,0.003369,0.002994,0.001568,0.001719,-0.000258,0.001839,0.012532,0.032018,0.044924,0.054855,0.075162,0.105635,0.148554,0.197661,0.263072,0.324333,0.418527,0.478979,0.568750,0.616732,0.661762,0.688310,0.689131,0.645425,0.574669,0.460903,0.370594,0.234772,0.158484,0.105410,0.101085,0.127192,0.139660,0.221947,0.261682,0.302558,0.320715,0.316963,0.323170,0.325161,0.324768,0.318627,0.318889,0.327442,0.336943,0.344768,0.342828,0.339937,0.337308,0.332405,0.328431,0.329446,0.336270,0.340929,0.350485,0.359877,0.371389,0.386759,0.399340,0.413843,0.425197,0.429778,0.423018,0.414563,0.402949,0.393167,0.380170,0.370071,0.362422,0.347669,0.340715,0.321192,0.316686,0.320717,0.330913,0.338940,0.343803,0.353626,0.365650,0.374518,0.381999,0.388217,0.401507,0.411439,0.411349,0.415728,0.419707,0.417139,0.416667,0.416864,0.410812,0.406740,0.401021,0.395616,0.393967,0.392432,0.395407,0.398718,0.398570,0.404094,0.410257,0.414431,0.419018,0.419934,0.419750,0.422336,0.426471,0.435542,0.442254,0.451016,0.458225,0.464629,0.469705,0.473808,0.471955,0.472222,0.470917,0.470593,0.470479,0.468888,0.468299,0.467454,0.465148,0.460780,0.455882,0.450862,0.452690,0.455343,0.466798,0.471351,0.472341,0.469237,
0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175352,0.175363,0.175578,0.172777,0.175130,0.175327,0.175362,0.175381,0.175623,0.173018,0.175676,0.175586,0.172747,0.175169,0.173701,0.173150,0.172986,0.172971,0.173000,0.173322,0.164492,0.174576,0.173441,0.174346,0.175066,0.175483,0.172534,0.175239,0.175350,0.175354,0.175355,0.175355,0.175355,0.175355,0.175356,0.175392,0.176117,0.174851,0.176090,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175355,0.175356,0.175364,0.175309,0.173888,0.173395,0.175424,0.175490,0.172773,0.172991,0.172988,0.172970,0.173091,0.174704,0.172853,0.172814,0.175369,0.178715,0.187503,0.193118,0.197214,0.197514,0.213914,0.230233,0.253257,0.277789,0.296385,0.310427,0.312754,0.299669,0.283316,0.241674,0.201155,0.151842,0.098021,0.051767,0.014218,-0.009820,0.073615,0.047821,0.113026,0.206516,0.283903,0.332094,0.355621,0.355809,0.342494,0.323793,0.309182,0.290229,0.269347,0.276559,0.281049,0.270658,0.260664,0.257710,0.249775,0.248782,0.248554,0.257973,0.276874,0.290833,0.311678,0.336493,0.358936,0.397231,0.433579,0.475513,0.507490,0.543393,0.558348,0.590121,0.611571,0.638052,0.642192,0.649659,0.668121,0.680315,0.678223,0.675818,0.679575,0.675876,0.686965,0.690447,0.702564,0.692835,0.689045,0.667641,0.649156,0.630704,0.619203,0.607974,0.611438,0.609130,0.616085,0.618062,0.617887,0.619258,0.613605,0.613471,0.617646,0.618483,0.615403,0.622096,0.628481,0.630392,0.626109,0.620300,0.616949,0.612455,0.611488,0.614170,0.607682,0.606589,0.600434,0.594995,0.584075,0.569289,0.554901,0.540284,0.523631,0.519714,0.504628,0.502416,0.499417,0.492247,0.494780,0.496187,0.500000,0.506317,0.507108,0.504396,0.504298,0.504012,0.499942,0.505535,0.508227,0.509479,0.503584,0.496283,0.495445,0.494908,0.499813,0.498459,0.486835,
0.605705,0.604498,0.613356,0.603994,0.607753,0.608375,0.605493,0.607912,0.611857,0.608581,0.610595,0.602762,0.603656,0.607117,0.606566,0.614992,0.601102,0.603007,0.613144,0.604792,0.606229,0.608986,0.599845,0.616701,0.605633,0.602399,0.616983,0.606826,0.629728,0.595989,0.617473,0.616844,0.599537,0.590898,0.616094,0.603197,0.608208,0.608972,0.609016,0.604952,0.608511,0.609497,0.604695,0.614964,0.607737,0.608357,0.612587,0.607531,0.606581,0.609597,0.608358,0.605316,0.610636,0.610024,0.607387,0.609860,0.613782,0.596248,0.619581,0.605339,0.599838,0.619721,0.607504,0.603049,0.612869,0.610169,0.605379,0.611609,0.607700,0.606103,0.610024,0.613744,0.600735,0.606524,0.602418,0.617336,0.610277,0.601582,0.611648,0.608201,0.607620,0.606555,0.605990,0.613329,0.607089,0.604702,0.612618,0.611925,0.601868,0.608385,0.607322,0.605891,0.617855,0.604604,0.602687,0.615248,0.610754,0.609439,0.606249,0.616331,0.609548,0.601074,0.619744,0.602926,0.605337,0.610947,0.630448,0.658989,0.637249,0.590398,0.582865,0.588558,0.669306,0.798466,0.825643,0.794251,0.784841,0.780284,0.715003,0.606926,0.555267,0.531906,0.516206,0.457028,0.405607,0.400367,0.514833,0.518154,0.417352,0.164461,0.671510,0.751181,0.908283,0.999807,0.915730,0.804749,0.721257,0.726649,0.733426,0.824399,0.757664,0.689786,0.646744,0.660758,0.639656,0.640559,0.616190,0.638936,0.670231,0.694484,0.699031,0.654844,0.699267,0.734469,0.736569,0.750333,0.798636,0.785082,0.727529,0.732182,0.815479,0.668469,0.664609,0.716399,0.752461,0.699198,0.759443,0.777023,0.717252,0.870785,0.802148,0.722141,0.734674,0.777750,0.770056,0.785853,0.778434,0.717016,0.738483,0.805333,0.689998,0.733713,0.716701,0.716882,0.760460,0.730508,0.734878,0.784654,0.740654,0.712576,0.756112,0.692303,0.736962,0.758269,0.682357,0.726333,0.765382,0.740919,0.752758,0.670370,0.734110,0.724500,0.730842,0.710592,0.679261,0.715954,0.723036,0.746157,0.732274,0.699337,0.707003,0.684742,0.680579,0.655831,0.634173,0.663849,0.691527,0.665037,0.692420,0.710084,0.689591,0.705810,0.711800,0.685794,0.691832,0.677728,0.698655,0.706748,0.717252,0.708579,0.672507,0.665009,0.712930,0.697690,
0.621630,0.624697,0.624445,0.627952,0.626417,0.631995,0.622561,0.623759,0.624819,0.627318,0.620715,0.631437,0.626441,0.628964,0.632357,0.608811,0.632163,0.630316,0.615498,0.631176,0.623607,0.617876,0.633468,0.624448,0.616128,0.637826,0.614065,0.628597,0.630846,0.615586,0.629115,0.626400,0.623944,0.656701,0.629937,0.627448,0.621591,0.625980,0.626894,0.622087,0.622312,0.629142,0.621564,0.619792,0.631229,0.622290,0.616447,0.632467,0.626663,0.620155,0.624880,0.618189,0.632775,0.622608,0.621352,0.629811,0.642274,0.614913,0.620846,0.629591,0.628968,0.620761,0.628199,0.628252,0.620879,0.632595,0.630670,0.617005,0.626366,0.631941,0.625000,0.625940,0.616089,0.626098,0.617172,0.630688,0.614443,0.632787,0.623246,0.616682,0.635888,0.625065,0.619442,0.636372,0.617820,0.625660,0.624854,0.629139,0.624852,0.620303,0.630121,0.627447,0.617203,0.635164,0.627122,0.617617,0.635257,0.616601,0.627189,0.627479,0.617273,0.632785,0.615965,0.623066,0.632067,0.622719,0.641639,0.653649,0.653325,0.653718,0.677604,0.674869,0.574082,0.512679,0.487888,0.447045,0.342105,0.247230,0.136024,0.124172,0.027544,0.023926,0.025950,0.026984,0.013516,0.133373,0.215550,0.531047,0.636244,1.016559,0.552923,0.660931,0.571878,0.523677,0.449458,0.381903,0.274080,0.095260,0.179680,0.352247,0.273018,0.292839,0.340086,0.389952,0.416361,0.397979,0.336012,0.344130,0.351363,0.350045,0.381408,0.411934,0.446770,0.400477,0.346404,0.354261,0.351271,0.360941,0.410222,0.381268,0.400726,0.393529,0.391762,0.314351,0.386505,0.364158,0.358101,0.366380,0.464114,0.401143,0.408093,0.506562,0.472914,0.441813,0.493703,0.396772,0.395764,0.409528,0.422841,0.356333,0.404435,0.368718,0.382119,0.433031,0.382605,0.368314,0.445452,0.463710,0.390124,0.427674,0.430024,0.389628,0.412583,0.420449,0.393357,0.427800,0.381715,0.373170,0.380010,0.376480,0.400508,0.396717,0.349887,0.415362,0.361807,0.391141,0.396489,0.374588,0.388756,0.370857,0.332660,0.345121,0.319023,0.284241,0.347516,0.276664,0.323980,0.327153,0.322638,0.338231,0.336726,0.345541,0.339685,0.348208,0.346569,0.336502,0.346890,0.348767,0.345805,0.343588,0.281006,0.294784,0.258476,0.341852,
0.313984,0.324283,0.317762,0.332609,0.321427,0.322184,0.318954,0.328118,0.319892,0.323706,0.320372,0.326247,0.326870,0.327752,0.337781,0.306826,0.331998,0.326729,0.312459,0.327410,0.324122,0.313106,0.331001,0.317758,0.317694,0.335478,0.313539,0.327398,0.337022,0.314400,0.334250,0.316150,0.325916,0.389434,0.336410,0.332541,0.324261,0.327041,0.319542,0.328412,0.320637,0.321342,0.332411,0.314403,0.329220,0.324143,0.325123,0.327871,0.325001,0.320371,0.330593,0.316209,0.332344,0.325668,0.317858,0.331278,0.312951,0.333801,0.318884,0.323375,0.327848,0.321344,0.336046,0.322211,0.316449,0.324653,0.327778,0.320009,0.311801,0.332688,0.327151,0.329572,0.308209,0.321525,0.321142,0.331421,0.315668,0.335629,0.323253,0.315638,0.328385,0.320319,0.323373,0.337056,0.312276,0.333071,0.329821,0.323402,0.329273,0.319214,0.328439,0.329548,0.304422,0.338862,0.319048,0.320665,0.333622,0.311532,0.334760,0.328829,0.318584,0.336209,0.315310,0.322396,0.331787,0.316204,0.359449,0.414643,0.315083,0.315225,0.298979,0.340513,0.385688,0.490352,0.560646,0.510406,0.524481,0.570824,0.603183,0.642065,0.709110,0.714987,0.755881,0.743230,0.775431,0.635757,0.130065,1.160647,0.605055,0.653488,0.737601,0.843307,0.810258,0.786382,0.757864,0.437081,0.463052,0.569833,0.403652,0.468698,0.454786,0.459783,0.470938,0.489614,0.491527,0.494271,0.477034,0.507833,0.505787,0.520986,0.542504,0.507763,0.568991,0.591174,0.566142,0.645256,0.633896,0.619584,0.715302,0.703780,0.838430,0.766853,0.780754,0.858516,0.816992,0.821563,0.889620,0.741261,0.835154,0.755152,0.799498,0.775573,0.778700,0.714667,0.756895,0.721219,0.724955,0.728766,0.695427,0.713905,0.658747,0.678836,0.673008,0.636195,0.667929,0.703450,0.618175,0.685298,0.661519,0.672813,0.652819,0.661464,0.626816,0.650886,0.623530,0.608438,0.608416,0.591310,0.641894,0.534886,0.574449,0.591772,0.551985,0.564357,0.587747,0.553082,0.584963,0.557852,0.589021,0.553174,0.558640,0.553916,0.587189,0.587826,0.561037,0.592091,0.634282,0.609792,0.597042,0.603778,0.617240,0.588326,0.609715,0.596647,0.598668,0.637222,0.579377,0.593555,0.537400,0.553512,0.606714,0.576667,0.598254,0.624644,
0.649488,0.648649,0.646086,0.646960,0.648427,0.649456,0.649971,0.648617,0.650234,0.648989,0.648151,0.649827,0.652113,0.645630,0.653027,0.652606,0.643953,0.656537,0.652042,0.643560,0.655186,0.650314,0.646244,0.657411,0.642917,0.646585,0.655261,0.643486,0.657434,0.647160,0.650414,0.649423,0.647522,0.639784,0.646244,0.649467,0.650430,0.647741,0.650636,0.649698,0.648416,0.648919,0.651424,0.647974,0.646314,0.651997,0.648835,0.647302,0.651329,0.647395,0.647201,0.649341,0.645241,0.653431,0.647489,0.646721,0.651749,0.649225,0.648975,0.646665,0.650999,0.650487,0.645042,0.649447,0.650993,0.645899,0.649559,0.653621,0.643593,0.649488,0.654667,0.648505,0.638037,0.646638,0.643829,0.652412,0.650086,0.644905,0.654083,0.647667,0.646712,0.654621,0.645799,0.648614,0.649989,0.646928,0.649795,0.649259,0.650029,0.649367,0.646441,0.652986,0.651538,0.643602,0.653286,0.649204,0.649560,0.650789,0.646308,0.654337,0.647795,0.647906,0.653924,0.644559,0.650423,0.653436,0.653919,0.687577,0.720887,0.741566,0.770935,0.833971,0.929355,0.958323,0.972785,0.992326,0.999693,0.989579,0.940836,0.919872,0.828999,0.748698,0.658072,0.542820,0.395504,0.262826,0.162295,0.275341,-0.041635,0.593770,0.748299,0.749708,0.810964,0.771079,0.755088,0.731729,0.732341,0.690109,0.620164,0.591885,0.701436,0.651268,0.626451,0.638136,0.660098,0.678590,0.689650,0.674687,0.691674,0.693800,0.691397,0.698093,0.724351,0.759786,0.787394,0.796623,0.807645,0.778685,0.796798,0.795406,0.782732,0.780447,0.745439,0.676985,0.643634,0.659146,0.610173,0.594745,0.587875,0.622246,0.606328,0.616320,0.624984,0.607791,0.615250,0.650083,0.624253,0.623133,0.624811,0.645227,0.657451,0.692134,0.664372,0.691904,0.698031,0.676720,0.648056,0.661131,0.668678,0.641432,0.642151,0.645198,0.632425,0.640614,0.626535,0.612155,0.635794,0.627296,0.634661,0.648452,0.643059,0.648850,0.661758,0.643420,0.667169,0.630616,0.639608,0.651818,0.633498,0.664415,0.669597,0.644632,0.678062,0.659192,0.666271,0.687200,0.645380,0.671355,0.652507,0.646108,0.637656,0.647372,0.647906,0.640828,0.648887,0.629342,0.622838,0.625982,0.641580,0.669937,0.672024,0.674813,0.644699,0.618405,
0.362554,0.364016,0.364691,0.363545,0.368059,0.364703,0.363605,0.362172,0.365201,0.364847,0.363508,0.359940,0.362779,0.362174,0.360138,0.364099,0.356876,0.361898,0.365541,0.360019,0.362251,0.364703,0.361437,0.366963,0.363070,0.363682,0.369593,0.362095,0.365874,0.363595,0.365048,0.364189,0.361329,0.353833,0.361037,0.359086,0.364770,0.362879,0.360855,0.362625,0.366322,0.362291,0.362906,0.366015,0.360146,0.361822,0.365500,0.360128,0.361654,0.362151,0.359888,0.364882,0.362685,0.363584,0.362932,0.361160,0.361189,0.363908,0.366131,0.360105,0.363433,0.366128,0.358151,0.363555,0.369135,0.361832,0.357716,0.366494,0.364096,0.361973,0.366733,0.361784,0.368391,0.361593,0.369398,0.364246,0.362093,0.359894,0.364442,0.366196,0.360233,0.361358,0.365197,0.363593,0.359849,0.362902,0.366821,0.361318,0.359672,0.366067,0.361361,0.363208,0.366927,0.357760,0.366501,0.368321,0.360213,0.362260,0.363639,0.365451,0.360599,0.361702,0.365906,0.359861,0.366188,0.369215,0.376753,0.350202,0.316912,0.326730,0.413127,0.574829,0.655374,0.645938,0.573464,0.517437,0.483242,0.427571,0.313304,0.299071,0.337719,0.352102,0.323858,0.284959,0.276422,0.262031,0.338985,0.218604,0.493650,0.854488,0.958123,0.689317,0.499684,0.194094,0.074262,0.002431,0.021249,0.194655,0.352605,0.347541,0.371823,0.376310,0.406809,0.410593,0.383376,0.348436,0.346927,0.379799,0.408971,0.413479,0.405781,0.412555,0.424538,0.446526,0.457089,0.436470,0.431869,0.393758,0.419364,0.484618,0.424084,0.359544,0.404327,0.402047,0.373116,0.341555,0.335047,0.340331,0.332802,0.364576,0.340752,0.344153,0.370186,0.379439,0.358487,0.335749,0.291589,0.307058,0.332204,0.294768,0.304302,0.326572,0.331783,0.331253,0.328484,0.334942,0.345158,0.344216,0.336308,0.346004,0.348178,0.356712,0.349581,0.332063,0.346674,0.362539,0.357490,0.337580,0.303955,0.307124,0.319816,0.323302,0.320506,0.328131,0.366932,0.405942,0.441467,0.402895,0.357398,0.352431,0.334590,0.348611,0.344368,0.363946,0.384384,0.413908,0.376949,0.372693,0.374620,0.353495,0.360240,0.357873,0.370491,0.350923,0.347424,0.361343,0.376068,0.355623,0.370997,0.339533,0.332761,0.363023,0.382760,0.376347,
0.657084,0.658449,0.658871,0.656171,0.657873,0.658328,0.657901,0.659094,0.657648,0.657552,0.658035,0.660272,0.659197,0.658861,0.659274,0.655135,0.659424,0.658825,0.656569,0.658233,0.659039,0.657067,0.660318,0.659181,0.656524,0.660848,0.657489,0.657179,0.662798,0.656410,0.659255,0.658921,0.658563,0.658797,0.658025,0.658238,0.657272,0.658580,0.659167,0.658039,0.657651,0.658819,0.658393,0.656635,0.658118,0.658520,0.655732,0.657939,0.657835,0.656066,0.658123,0.655449,0.656583,0.656583,0.657074,0.658035,0.658802,0.658038,0.657359,0.659053,0.659674,0.658183,0.658280,0.660103,0.657170,0.658378,0.660148,0.656851,0.657138,0.659772,0.657455,0.657940,0.657209,0.659124,0.656873,0.659569,0.656404,0.657360,0.658354,0.657942,0.659456,0.657721,0.657410,0.659996,0.657294,0.657710,0.657911,0.657772,0.658448,0.657426,0.657673,0.661040,0.657572,0.659560,0.659838,0.656802,0.659777,0.660146,0.658386,0.659354,0.657155,0.658238,0.657015,0.658243,0.659662,0.656906,0.646546,0.643933,0.642280,0.681480,0.714467,0.736045,0.774543,0.789225,0.803416,0.822688,0.869673,0.913768,0.955994,0.987870,0.999715,0.952313,0.948962,0.840405,0.740823,0.549965,0.455906,-0.004053,0.508992,0.261881,0.355384,0.486186,0.631109,0.697137,0.684916,0.721070,0.783554,0.691390,0.709662,0.713919,0.632495,0.649654,0.694612,0.684072,0.690764,0.702140,0.682935,0.666453,0.627904,0.611663,0.629137,0.592721,0.609600,0.619913,0.598438,0.567128,0.602871,0.594743,0.642546,0.688080,0.645880,0.655843,0.624124,0.655548,0.603886,0.569898,0.567456,0.632284,0.612385,0.643166,0.615333,0.602091,0.612807,0.599686,0.683386,0.676073,0.723542,0.722471,0.706341,0.715497,0.693662,0.666583,0.675977,0.663155,0.706596,0.664430,0.673703,0.709419,0.675392,0.640489,0.677966,0.655133,0.623723,0.636259,0.630929,0.660460,0.671249,0.654766,0.674695,0.649488,0.649977,0.694612,0.659012,0.699357,0.688647,0.694625,0.725344,0.709587,0.735854,0.720790,0.706232,0.699355,0.681567,0.671681,0.689612,0.653767,0.651781,0.645672,0.637998,0.656753,0.670390,0.657642,0.661280,0.673355,0.627764,0.649058,0.636075,0.674460,0.687968,0.678629,0.664578,0.639062,0.663471,0.691871,
